"Id","Event","Risk","Name","SizeMB","Modified","Path"
"J001","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_1.jpg","0.19","2026/6/1 上午 11:01:22","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_1.jpg"
"J002","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_10.jpg","0.17","2026/6/1 上午 11:01:32","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_10.jpg"
"J003","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_11.jpg","0.19","2026/6/1 上午 11:01:32","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_11.jpg"
"J004","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_12.jpg","0.18","2026/6/1 上午 11:01:33","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_12.jpg"
"J005","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_13.jpg","0.17","2026/6/1 上午 11:01:35","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_13.jpg"
"J006","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_14.jpg","0.17","2026/6/1 上午 11:01:35","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_14.jpg"
"J007","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_15.jpg","0.17","2026/6/1 上午 11:01:37","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_15.jpg"
"J008","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_16.jpg","0.17","2026/6/1 上午 11:01:38","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_16.jpg"
"J009","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_17.jpg","0.13","2026/6/1 上午 11:01:39","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_17.jpg"
"J010","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_18.jpg","0.13","2026/6/1 上午 11:01:40","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_18.jpg"
"J011","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_19.jpg","0.14","2026/6/1 上午 11:01:41","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_19.jpg"
"J012","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_2.jpg","0.18","2026/6/1 上午 11:01:24","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_2.jpg"
"J013","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_20.jpg","0.19","2026/6/1 上午 11:01:44","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_20.jpg"
"J014","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_21.jpg","0.17","2026/6/1 上午 11:01:45","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_21.jpg"
"J015","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_22.jpg","0.18","2026/6/1 上午 11:01:46","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_22.jpg"
"J016","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_23.jpg","0.18","2026/6/1 上午 11:01:48","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_23.jpg"
"J017","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_24.jpg","0.16","2026/6/1 上午 11:01:49","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_24.jpg"
"J018","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_25.jpg","0.19","2026/6/1 上午 11:01:50","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_25.jpg"
"J019","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_26.jpg","0.19","2026/6/1 上午 11:01:51","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_26.jpg"
"J020","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_27.jpg","0.11","2026/6/1 上午 11:01:52","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_27.jpg"
"J021","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_28.jpg","0.16","2026/6/1 上午 11:01:53","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_28.jpg"
"J022","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_29.jpg","0.13","2026/6/1 上午 11:01:54","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_29.jpg"
"J023","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_3.jpg","0.17","2026/6/1 上午 11:01:25","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_3.jpg"
"J024","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_30.jpg","0.13","2026/6/1 上午 11:01:55","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_30.jpg"
"J025","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_31.jpg","0.16","2026/6/1 上午 11:01:56","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_31.jpg"
"J026","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_32.jpg","0.26","2026/6/1 上午 11:01:58","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_32.jpg"
"J027","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_33.jpg","0.17","2026/6/1 上午 11:01:58","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_33.jpg"
"J028","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_34.jpg","0.19","2026/6/1 上午 11:01:59","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_34.jpg"
"J029","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_4.jpg","0.17","2026/6/1 上午 11:01:26","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_4.jpg"
"J030","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_5.jpg","0.17","2026/6/1 上午 11:01:27","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_5.jpg"
"J031","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_6.jpg","0.17","2026/6/1 上午 11:01:28","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_6.jpg"
"J032","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_7.jpg","0.16","2026/6/1 上午 11:01:29","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_7.jpg"
"J033","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_8.jpg","0.18","2026/6/1 上午 11:01:30","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_8.jpg"
"J034","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU (2026524)_260601_9.jpg","0.16","2026/6/1 上午 11:01:31","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU (2026524)_260601_9.jpg"
"J035","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_1.jpg","0.3","2026/6/1 上午 11:02:50","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_1.jpg"
"J036","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_10.jpg","0.45","2026/6/1 上午 11:03:22","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_10.jpg"
"J037","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_11.jpg","0.47","2026/6/1 上午 11:03:26","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_11.jpg"
"J038","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_12.jpg","0.28","2026/6/1 上午 11:03:29","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_12.jpg"
"J039","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_13.jpg","0.2","2026/6/1 上午 11:03:30","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_13.jpg"
"J040","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_14.jpg","0.2","2026/6/1 上午 11:03:31","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_14.jpg"
"J041","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_15.jpg","0.2","2026/6/1 上午 11:03:33","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_15.jpg"
"J042","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_16.jpg","0.18","2026/6/1 上午 11:03:36","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_16.jpg"
"J043","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_17.jpg","0.17","2026/6/1 上午 11:03:37","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_17.jpg"
"J044","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_18.jpg","0.21","2026/6/1 上午 11:03:39","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_18.jpg"
"J045","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_19.jpg","0.2","2026/6/1 上午 11:03:40","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_19.jpg"
"J046","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_2.jpg","0.48","2026/6/1 上午 11:02:54","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_2.jpg"
"J047","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_20.jpg","0.18","2026/6/1 上午 11:03:42","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_20.jpg"
"J048","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_21.jpg","0.18","2026/6/1 上午 11:03:43","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_21.jpg"
"J049","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_22.jpg","0.19","2026/6/1 上午 11:03:45","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_22.jpg"
"J050","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_23.jpg","0.17","2026/6/1 上午 11:03:46","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_23.jpg"
"J051","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_24.jpg","0.19","2026/6/1 上午 11:03:48","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_24.jpg"
"J052","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_25.jpg","0.17","2026/6/1 上午 11:03:48","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_25.jpg"
"J053","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_26.jpg","0.17","2026/6/1 上午 11:03:50","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_26.jpg"
"J054","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_27.jpg","0.18","2026/6/1 上午 11:03:51","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_27.jpg"
"J055","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_28.jpg","0.21","2026/6/1 上午 11:03:52","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_28.jpg"
"J056","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_29.jpg","0.18","2026/6/1 上午 11:03:53","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_29.jpg"
"J057","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_3.jpg","0.43","2026/6/1 上午 11:03:00","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_3.jpg"
"J058","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_30.jpg","0.18","2026/6/1 上午 11:03:55","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_30.jpg"
"J059","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_31.jpg","0.17","2026/6/1 上午 11:03:57","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_31.jpg"
"J060","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_32.jpg","0.22","2026/6/1 上午 11:04:00","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_32.jpg"
"J061","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_33.jpg","0.16","2026/6/1 上午 11:04:05","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_33.jpg"
"J062","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_34.jpg","0.2","2026/6/1 上午 11:04:08","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_34.jpg"
"J063","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_35.jpg","0.19","2026/6/1 上午 11:04:11","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_35.jpg"
"J064","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_36.jpg","0.2","2026/6/1 上午 11:04:15","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_36.jpg"
"J065","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_37.jpg","0.2","2026/6/1 上午 11:04:18","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_37.jpg"
"J066","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_38.jpg","0.2","2026/6/1 上午 11:04:20","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_38.jpg"
"J067","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_39.jpg","0.18","2026/6/1 上午 11:04:22","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_39.jpg"
"J068","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_4.jpg","0.42","2026/6/1 上午 11:03:03","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_4.jpg"
