"Id","Event","Risk","Name","SizeMB","Modified","Path"
"J069","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_40.jpg","0.17","2026/6/1 上午 11:04:24","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_40.jpg"
"J070","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_41.jpg","0.17","2026/6/1 上午 11:04:25","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_41.jpg"
"J071","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_42.jpg","0.18","2026/6/1 上午 11:04:26","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_42.jpg"
"J072","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_43.jpg","0.16","2026/6/1 上午 11:04:27","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_43.jpg"
"J073","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_44.jpg","0.15","2026/6/1 上午 11:04:30","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_44.jpg"
"J074","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_45.jpg","0.18","2026/6/1 上午 11:04:32","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_45.jpg"
"J075","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_46.jpg","0.21","2026/6/1 上午 11:04:34","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_46.jpg"
"J076","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_47.jpg","0.14","2026/6/1 上午 11:04:35","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_47.jpg"
"J077","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_48.jpg","0.16","2026/6/1 上午 11:04:36","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_48.jpg"
"J078","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_49.jpg","0.14","2026/6/1 上午 11:04:37","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_49.jpg"
"J079","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_5.jpg","0.3","2026/6/1 上午 11:03:05","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_5.jpg"
"J080","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_50.jpg","0.16","2026/6/1 上午 11:04:38","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_50.jpg"
"J081","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_51.jpg","0.2","2026/6/1 上午 11:04:40","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_51.jpg"
"J082","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_52.jpg","0.17","2026/6/1 上午 11:04:41","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_52.jpg"
"J083","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_53.jpg","0.18","2026/6/1 上午 11:04:43","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_53.jpg"
"J084","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_54.jpg","0.2","2026/6/1 上午 11:04:45","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_54.jpg"
"J085","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_55.jpg","0.14","2026/6/1 上午 11:04:46","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_55.jpg"
"J086","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_56.jpg","0.17","2026/6/1 上午 11:04:48","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_56.jpg"
"J087","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_6.jpg","0.38","2026/6/1 上午 11:03:08","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_6.jpg"
"J088","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_7.jpg","0.4","2026/6/1 上午 11:03:13","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_7.jpg"
"J089","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_8.jpg","0.37","2026/6/1 上午 11:03:15","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_8.jpg"
"J090","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260601_9.jpg","0.43","2026/6/1 上午 11:03:18","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260601_9.jpg"
"J091","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_1.jpg","0.3","2026/6/8 上午 06:59:05","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_1.jpg"
"J092","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_10.jpg","0.45","2026/6/8 上午 06:59:12","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_10.jpg"
"J093","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_100.jpg","0.15","2026/6/8 上午 07:01:23","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_100.jpg"
"J094","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_101.jpg","0.18","2026/6/8 上午 07:01:24","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_101.jpg"
"J095","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_102.jpg","0.21","2026/6/8 上午 07:01:24","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_102.jpg"
"J096","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_103.jpg","0.14","2026/6/8 上午 07:01:24","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_103.jpg"
"J097","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_104.jpg","0.16","2026/6/8 上午 07:01:24","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_104.jpg"
"J098","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_105.jpg","0.14","2026/6/8 上午 07:01:25","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_105.jpg"
"J099","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_106.jpg","0.16","2026/6/8 上午 07:01:25","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_106.jpg"
"J100","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_107.jpg","0.2","2026/6/8 上午 07:01:25","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_107.jpg"
"J101","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_108.jpg","0.17","2026/6/8 上午 07:01:26","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_108.jpg"
"J102","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_109.jpg","0.18","2026/6/8 上午 07:01:26","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_109.jpg"
"J103","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_11.jpg","0.47","2026/6/8 上午 06:59:13","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_11.jpg"
"J104","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_110.jpg","0.2","2026/6/8 上午 07:01:26","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_110.jpg"
"J105","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_111.jpg","0.14","2026/6/8 上午 07:01:27","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_111.jpg"
"J106","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_112.jpg","0.17","2026/6/8 上午 07:01:27","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_112.jpg"
"J107","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_12.jpg","0.28","2026/6/8 上午 06:59:13","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_12.jpg"
"J108","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_13.jpg","0.2","2026/6/8 上午 06:59:14","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_13.jpg"
"J109","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_14.jpg","0.2","2026/6/8 上午 06:59:15","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_14.jpg"
"J110","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_15.jpg","0.2","2026/6/8 上午 06:59:15","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_15.jpg"
"J111","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_16.jpg","0.18","2026/6/8 上午 06:59:16","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_16.jpg"
"J112","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_17.jpg","0.17","2026/6/8 上午 06:59:16","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_17.jpg"
"J113","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_18.jpg","0.21","2026/6/8 上午 06:59:17","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_18.jpg"
"J114","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_19.jpg","0.2","2026/6/8 上午 06:59:17","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_19.jpg"
"J115","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_2.jpg","0.48","2026/6/8 上午 06:59:05","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_2.jpg"
"J116","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_20.jpg","0.18","2026/6/8 上午 06:59:18","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_20.jpg"
"J117","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_21.jpg","0.18","2026/6/8 上午 06:59:18","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_21.jpg"
"J118","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_22.jpg","0.19","2026/6/8 上午 06:59:19","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_22.jpg"
"J119","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_23.jpg","0.17","2026/6/8 上午 06:59:19","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_23.jpg"
"J120","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_24.jpg","0.19","2026/6/8 上午 06:59:20","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_24.jpg"
"J121","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_25.jpg","0.17","2026/6/8 上午 06:59:20","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_25.jpg"
"J122","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_26.jpg","0.17","2026/6/8 上午 06:59:21","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_26.jpg"
"J123","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_27.jpg","0.18","2026/6/8 上午 06:59:21","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_27.jpg"
"J124","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_28.jpg","0.21","2026/6/8 上午 06:59:22","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_28.jpg"
"J125","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_29.jpg","0.48","2026/6/8 上午 06:59:23","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_29.jpg"
"J126","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_3.jpg","0.43","2026/6/8 上午 06:59:06","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_3.jpg"
"J127","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_30.jpg","0.42","2026/6/8 上午 06:59:23","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_30.jpg"
"J128","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_31.jpg","0.38","2026/6/8 上午 06:59:24","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_31.jpg"
"J129","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_32.jpg","0.37","2026/6/8 上午 06:59:25","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_32.jpg"
"J130","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_33.jpg","0.45","2026/6/8 上午 06:59:26","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_33.jpg"
"J131","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_34.jpg","0.28","2026/6/8 上午 06:59:27","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_34.jpg"
"J132","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_35.jpg","0.2","2026/6/8 上午 06:59:27","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_35.jpg"
"J133","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_36.jpg","0.18","2026/6/8 上午 06:59:28","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_36.jpg"
"J134","JpGU 2026","conference/travel-review","LINE_ALBUM_JpGU poster(2026525)_260608_37.jpg","0.21","2026/6/8 上午 06:59:28","C:\Users\YFLin\OneDrive - 中原大學\中原林穎凡資料夾\2. 研究計畫\2026研討會\JpGU\照片\LINE_ALBUM_JpGU poster(2026525)_260608_37.jpg"
